,cell,composite,dataType,dataVersion,dateResubmitted,dateSubmitted,dateUnrestricted,dccAccession,geoSampleAccession,grant,lab,labExpId,labVersion,md5sum,objStatus,origAssembly,project,replicate,seqPlatform,size,subId,submittedDataVersion,tableName,treatment,type,view
287,NH-A,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000846,NA,Stam,UW,DS12800,Bowtie 0.12.7,65948485cd12f829d4510ad95a2b6adf,NA,hg19,wgEncode,NA,NA,8.1G,3198,NA,NA,NA,bam,Alignments
288,NH-A,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000846,NA,Stam,UW,DS12800,Bowtie 0.12.7,7c446fa31377f4ed137d1da185ea4148,NA,hg19,wgEncode,NA,NA,7.2M,3198,NA,NA,NA,bai,Alignments
289,NH-A,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000846,GSM849026,Stam,UW,DS12800,Hotspot-v5.1,7333ec77730ef81e9b3375b78350635e,NA,hg19,wgEncode,NA,NA,3.8M,3198,NA,wgEncodeUwDgfNhaHotspots,NA,broadPeak,Hotspots
290,NH-A,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000846,GSM849026,Stam,UW,DS12800,lmax-v1.0,059f0c97c127f1311758c6ed576b5c53,NA,hg19,wgEncode,NA,NA,3.0M,3198,NA,wgEncodeUwDgfNhaPk,NA,narrowPeak,Peaks
291,NH-A,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000846,GSM849026,Stam,UW,DS12800,WindowDensity-bin20-win+/-75,56ebda1b8f722cd2df417751af66a627,NA,hg19,wgEncode,NA,NA,343M,3198,NA,wgEncodeUwDgfNhaRaw,NA,bigWig,RawSignal
292,NH-A,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000846,GSM849026,Stam,UW,DS12800,NA,e3a685e68b0028437eb0ca0f47153fe4,NA,hg19,wgEncode,NA,NA,12G,3198,NA,NA,NA,fastq,RawData
293,NH-A,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000846,GSM849026,Stam,UW,DS12800,NA,e5afaff54c8e8ef11f3f30dd580ef29e,NA,hg19,wgEncode,NA,NA,465M,3198,NA,wgEncodeUwDgfNhaSig,NA,bigWig,Signal
294,NHDF-Ad,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000839,GSM646564,Stam,UW,DS12863,Bowtie 0.12.5,a6659f824c81d723a02965abf86ac1df,NA,hg19,wgEncode,NA,NA,8.3G,2046,NA,NA,NA,bam,Alignments
295,NHDF-Ad,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000839,GSM646564,Stam,UW,DS12863,Bowtie 0.12.5,6bdbfe1e425475e726a401fd6ea42a8d,NA,hg19,wgEncode,NA,NA,6.5M,2046,NA,NA,NA,bai,Alignments
296,NHDF-Ad,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000839,GSM646564,Stam,UW,DS12863,Hotspot-v5.1,0390a4ecd549e733639cdd040614b6ee,NA,hg19,wgEncode,NA,NA,4.1M,2046,NA,wgEncodeUwDgfNhdfadHotspots,NA,broadPeak,Hotspots
297,NHDF-Ad,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-14,2011-10-14,wgEncodeEH000839,GSM646564,Stam,UW,DS12863,lmax-v1.0,2ba7fe2760bd9bd7e867853bc7fa7aad,NA,hg19,wgEncode,NA,NA,3.3M,3260,V2 - Fixed bug in peak calls that artificially reduced the number of peaks,wgEncodeUwDgfNhdfadPkV2,NA,narrowPeak,Peaks
298,NHDF-Ad,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000839,GSM646564,Stam,UW,DS12863,WindowDensity-bin20-win+/-75,0a8da4ac9fd62103fb6cd51585c1a2b9,NA,hg19,wgEncode,NA,NA,279M,2046,NA,wgEncodeUwDgfNhdfadRaw,NA,bigWig,RawSignal
299,NHDF-Ad,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000839,GSM646564,Stam,UW,DS12863,NA,6c5d4b2b4f9744e49d02e8a8633756f3,NA,hg19,wgEncode,NA,NA,12G,2046,NA,NA,NA,fastq,RawData
300,NHDF-Ad,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000839,GSM646564,Stam,UW,DS12863,NA,6afa418f06f5e2607d8c79722c4c0909,NA,hg19,wgEncode,NA,NA,367M,2046,NA,wgEncodeUwDgfNhdfadSig,NA,bigWig,Signal
301,NHDF-neo,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002457,NA,Stam,UW,DS11923,Bowtie 0.12.7,95f882096535c79c416dc026bdc8eaf2,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,12G,4897,NA,NA,NA,bam,Alignments
302,NHDF-neo,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002457,NA,Stam,UW,DS11923,Bowtie 0.12.7,626540f945adaf0796ddf89236883262,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.2M,4897,NA,NA,NA,bai,Alignments
303,NHDF-neo,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002457,GSM1014512,Stam,UW,DS11923,Hotspot-v5.2,bcfeb1c27e96e48e7eafc36f5bb23d2a,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.8M,4897,NA,wgEncodeUwDgfNhdfneoHotspots,NA,broadPeak,Hotspots
304,NHDF-neo,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002457,GSM1014512,Stam,UW,DS11923,lmax-v1.0,f3ab8ac79ef936827ade9836ce331cb5,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.0M,4897,NA,wgEncodeUwDgfNhdfneoPk,NA,narrowPeak,Peaks
305,NHDF-neo,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002457,GSM1014512,Stam,UW,DS11923,WindowDensity-bin20-win+/-75,22bb1638f278eb84f833a84d6a06b4dd,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,343M,4897,NA,wgEncodeUwDgfNhdfneoRaw,NA,bigWig,RawSignal
306,NHDF-neo,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002457,GSM1014512,Stam,UW,DS11923,NA,e0c4d1351a813ae772e7d6f55a6019f1,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,17G,4897,NA,NA,NA,fastq,RawData
307,NHDF-neo,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002457,GSM1014512,Stam,UW,DS11923,NA,7263c588356e79f658e4cb6c8385a841,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,540M,4897,NA,wgEncodeUwDgfNhdfneoSig,NA,bigWig,Signal
308,NHLF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002458,NA,Stam,UW,DS12829,Bowtie 0.12.7,4915c42845caab9e22a6c0ad296ccccf,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,12G,4900,NA,NA,NA,bam,Alignments
309,NHLF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002458,NA,Stam,UW,DS12829,Bowtie 0.12.7,e7ef7668c1c52965696418f05b98c870,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.1M,4900,NA,NA,NA,bai,Alignments
310,NHLF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002458,GSM1014509,Stam,UW,DS12829,Hotspot-v5.2,7a5e690545d96836147123088608bdba,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,4.1M,4900,NA,wgEncodeUwDgfNhlfHotspots,NA,broadPeak,Hotspots
311,NHLF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002458,GSM1014509,Stam,UW,DS12829,lmax-v1.0,cc827a70dd31295f6b968923fb80f50c,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.2M,4900,NA,wgEncodeUwDgfNhlfPk,NA,narrowPeak,Peaks
312,NHLF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002458,GSM1014509,Stam,UW,DS12829,WindowDensity-bin20-win+/-75,929eba16a5247111c7a833675e73c020,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,327M,4900,NA,wgEncodeUwDgfNhlfRaw,NA,bigWig,RawSignal
313,NHLF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002458,GSM1014509,Stam,UW,DS12829,NA,eec8515674926e171caf1eb1f70997a4,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,18G,4900,NA,NA,NA,fastq,RawData
314,NHLF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002458,GSM1014509,Stam,UW,DS12829,NA,c39d4535ffc1496167aaf16f083afc23,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,497M,4900,NA,wgEncodeUwDgfNhlfSig,NA,bigWig,Signal
315,RPMI-7951,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003150,NA,Stam,UW,DS20909,Bowtie 0.12.7,15cea7708bd7c29a923c03a045696358,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,12G,6424,NA,NA,NA,bam,Alignments
316,RPMI-7951,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003150,NA,Stam,UW,DS20909,Bowtie 0.12.7,b82a5fee1204f109f438bc47f980265a,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.1M,6424,NA,NA,NA,bai,Alignments
317,RPMI-7951,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003150,GSM1014535,Stam,UW,DS20909,Hotspot-v5.2,0574fa2828f3954b55285911e4c87c2c,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.3M,6424,NA,wgEncodeUwDgfRpmi7951Hotspots,NA,broadPeak,Hotspots
318,RPMI-7951,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003150,GSM1014535,Stam,UW,DS20909,lmax-v1.0,2268ac5dd97f326686adf920883153d5,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,2.7M,6424,NA,wgEncodeUwDgfRpmi7951Pk,NA,narrowPeak,Peaks
319,RPMI-7951,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003150,GSM1014535,Stam,UW,DS20909,WindowDensity-bin20-win+/-75,7b9a4d9e9523ec4307b9f00df9071b78,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,338M,6424,NA,wgEncodeUwDgfRpmi7951Raw,NA,bigWig,RawSignal
320,RPMI-7951,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003150,GSM1014535,Stam,UW,DS20909,NA,8342bea2d1b7df0e2a608c0543d16db5,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,11G,6424,NA,NA,NA,fastq,RawData
321,RPMI-7951,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003150,GSM1014535,Stam,UW,DS20909,NA,7190c7ede76c6f8566008ebe5074aa30,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,533M,6424,NA,wgEncodeUwDgfRpmi7951Sig,NA,bigWig,Signal
322,SAEC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000847,NA,Stam,UW,DS10518,Bowtie 0.12.7,21e9c58b1b2e0b0b58bfd9f1040663cf,NA,hg19,wgEncode,NA,NA,9.0G,3199,NA,NA,NA,bam,Alignments
323,SAEC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000847,NA,Stam,UW,DS10518,Bowtie 0.12.7,7f62addffebd0961aba45152653015a8,NA,hg19,wgEncode,NA,NA,7.3M,3199,NA,NA,NA,bai,Alignments
324,SAEC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000847,GSM849025,Stam,UW,DS10518,Hotspot-v5.1,18d1cc823c46acdfb6b8bd669540a590,NA,hg19,wgEncode,NA,NA,4.1M,3199,NA,wgEncodeUwDgfSaecHotspots,NA,broadPeak,Hotspots
325,SAEC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000847,GSM849025,Stam,UW,DS10518,lmax-v1.0,8d5fb14e8ee6d66f98917ba74a531446,NA,hg19,wgEncode,NA,NA,3.2M,3199,NA,wgEncodeUwDgfSaecPk,NA,narrowPeak,Peaks
326,SAEC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000847,GSM849025,Stam,UW,DS10518,WindowDensity-bin20-win+/-75,d57a5b96398f2638093caa881a9e599a,NA,hg19,wgEncode,NA,NA,352M,3199,NA,wgEncodeUwDgfSaecRaw,NA,bigWig,RawSignal
327,SAEC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000847,GSM849025,Stam,UW,DS10518,NA,53db7371d3dd316dbc02cd3b8be6f5cf,NA,hg19,wgEncode,NA,NA,12G,3199,NA,NA,NA,fastq,RawData
328,SAEC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-08,2011-10-07,wgEncodeEH000847,GSM849025,Stam,UW,DS10518,NA,7a405d7fa408556298a3dde0eebd8ba4,NA,hg19,wgEncode,NA,NA,512M,3199,NA,wgEncodeUwDgfSaecSig,NA,bigWig,Signal
329,SKMC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000840,GSM646562,Stam,UW,DS11949,Bowtie 0.12.5,7f7c434d84b6c2d3247477283eb17fa1,NA,hg19,wgEncode,NA,NA,18G,2045,NA,NA,NA,bam,Alignments
330,SKMC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000840,GSM646562,Stam,UW,DS11949,Bowtie 0.12.5,d0b4ee99954f75007a5ea2218ecd7ec6,NA,hg19,wgEncode,NA,NA,7.3M,2045,NA,NA,NA,bai,Alignments
331,SKMC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000840,GSM646562,Stam,UW,DS11949,Hotspot-v5.1,f8d7f41578c97b85fbc4f03b13022928,NA,hg19,wgEncode,NA,NA,4.5M,2045,NA,wgEncodeUwDgfSkmcHotspots,NA,broadPeak,Hotspots
332,SKMC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2011-01-14,2011-10-14,wgEncodeEH000840,GSM646562,Stam,UW,DS11949,lmax-v1.0,c43f5e704b469c4f06180d42789957c6,NA,hg19,wgEncode,NA,NA,3.6M,3260,V2 - Fixed bug in peak calls that artificially reduced the number of peaks,wgEncodeUwDgfSkmcPkV2,NA,narrowPeak,Peaks
333,SKMC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000840,GSM646562,Stam,UW,DS11949,WindowDensity-bin20-win+/-75,af75cba56d5706b5a71aebaa2e1573c0,NA,hg19,wgEncode,NA,NA,356M,2045,NA,wgEncodeUwDgfSkmcRaw,NA,bigWig,RawSignal
334,SKMC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000840,GSM646562,Stam,UW,DS11949,NA,d4ccdfaa693a33cf14865659cc4b4b40,NA,hg19,wgEncode,NA,NA,23G,2045,NA,NA,NA,fastq,RawData
335,SKMC,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-07-25,2011-04-24,wgEncodeEH000840,GSM646562,Stam,UW,DS11949,NA,02bc7b3679057ae1db6a0530bfa0d4d0,NA,hg19,wgEncode,NA,NA,623M,2045,NA,wgEncodeUwDgfSkmcSig,NA,bigWig,Signal
336,SK-N-SH_RA,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-02,2010-07-02,wgEncodeEH000477,GSM646566,Stam,UW,DS8482,Bowtie 0.12.5,b4e30592cea9cc22992e5d51584ef030,NA,hg18,wgEncode,NA,NA,5.2G,1795,NA,NA,NA,bam,Alignments
337,SK-N-SH_RA,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-02,2010-07-02,wgEncodeEH000477,GSM646566,Stam,UW,DS8482,Bowtie 0.12.5,503f17f910c347ee8a4b7fdc44722cdc,NA,hg18,wgEncode,NA,NA,6.3M,1795,NA,NA,NA,bai,Alignments
338,SK-N-SH_RA,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-02,2010-07-02,wgEncodeEH000477,GSM646566,Stam,UW,DS8482,Hotspot-v5.1,853674fa3e1dbe97c7fba4c8f8b53031,NA,hg18,wgEncode,NA,NA,2.3M,1795,NA,wgEncodeUwDgfSknshraHotspots,NA,broadPeak,Hotspots
339,SK-N-SH_RA,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-02,2010-07-02,wgEncodeEH000477,GSM646566,Stam,UW,DS8482,lmax-v1.0,08a0511179e764dc77ad4a36292e20b5,NA,hg18,wgEncode,NA,NA,1.7M,1795,NA,wgEncodeUwDgfSknshraPk,NA,narrowPeak,Peaks
340,SK-N-SH_RA,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-02,2010-07-02,wgEncodeEH000477,GSM646566,Stam,UW,DS8482,WindowDensity-bin20-win+/-75,4903e27079c53ecc7d87fae1cf7a08bb,NA,hg18,wgEncode,NA,NA,278M,1795,NA,wgEncodeUwDgfSknshraRaw,NA,bigWig,RawSignal
341,SK-N-SH_RA,wgEncodeUwDgf,DnaseDgf,ENCODE Sep 2009 Freeze,NA,2009-10-02,2010-07-02,wgEncodeEH000477,GSM646566,Stam,UW,DS8482,NA,8c08ee7ba3a807a2f7f2ec89964d6a1f,NA,hg18,wgEncode,NA,NA,7.2G,631,NA,NA,NA,fastq,RawData
342,SK-N-SH_RA,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-02,2010-07-02,wgEncodeEH000477,GSM646566,Stam,UW,DS8482,NA,f1602855e0f64d75dd12195491102d28,NA,hg18,wgEncode,NA,NA,298M,1795,NA,wgEncodeUwDgfSknshraSig,NA,bigWig,Signal
343,T-47D,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003157,NA,Stam,UW,DS19794,Bowtie 0.12.7,a7a280f99c247941015f7f2cedf2dc50,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,13G,7350,NA,NA,None,bam,Alignments
344,T-47D,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003157,NA,Stam,UW,DS19794,Bowtie 0.12.7,b26f9b5dcd1992d7b7f39dbc4bafe7fb,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.3M,7350,NA,NA,None,bai,Alignments
345,T-47D,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003157,GSM1014536,Stam,UW,DS19794,Hotspot-v5.2,d3019cfae484df8e1a2c85de68fbbfb6,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.8M,7350,NA,wgEncodeUwDgfT47dHotspots,None,broadPeak,Hotspots
346,T-47D,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003157,GSM1014536,Stam,UW,DS19794,lmax-v1.0,85209c73b550273530b56739af4804da,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,2.7M,7350,NA,wgEncodeUwDgfT47dPk,None,narrowPeak,Peaks
347,T-47D,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003157,GSM1014536,Stam,UW,DS19794,WindowDensity-bin20-win+/-75,9ee97419f15cd6cb76503debd4529806,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,346M,7350,NA,wgEncodeUwDgfT47dRaw,None,bigWig,RawSignal
348,T-47D,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003157,GSM1014536,Stam,UW,DS19794,NA,0c5fb14aaeb63094ba65e1f83c098930,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,13G,7350,NA,NA,None,fastq,RawData
349,T-47D,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003157,GSM1014536,Stam,UW,DS19794,NA,85a571f5615059e82bf94e046bf43421,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,545M,7350,NA,wgEncodeUwDgfT47dSig,None,bigWig,Signal
350,Th17,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003158,NA,Stam,UW,DS11039,Bowtie 0.12.7,3d522098092e716a2f7e94caa1bdca9a,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,6.8G,7351,NA,NA,None,bam,Alignments
351,Th17,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003158,NA,Stam,UW,DS11039,Bowtie 0.12.7,625f40dccfaeea4d9d0cd070243b0340,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.3M,7351,NA,NA,None,bai,Alignments
352,Th17,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003158,GSM1014541,Stam,UW,DS11039,Hotspot-v5.2,ab696493f8a8294b4b903b052438ad9c,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,9.0M,7351,NA,wgEncodeUwDgfTh17Hotspots,None,broadPeak,Hotspots
353,Th17,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003158,GSM1014541,Stam,UW,DS11039,lmax-v1.0,171dce66a730261d7c20342bac4da305,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.4M,7351,NA,wgEncodeUwDgfTh17Pk,None,narrowPeak,Peaks
354,Th17,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003158,GSM1014541,Stam,UW,DS11039,WindowDensity-bin20-win+/-75,0e038122c8c2b64f571e350a91a2f188,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,365M,7351,NA,wgEncodeUwDgfTh17Raw,None,bigWig,RawSignal
355,Th17,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003158,GSM1014541,Stam,UW,DS11039,NA,1d61fdb685fa491cc1584bc0ab691305,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,6.2G,7351,NA,NA,None,fastq,RawData
356,Th17,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-12,2013-04-12,wgEncodeEH003158,GSM1014541,Stam,UW,DS11039,NA,3ec1bf7dc894667c64a8474a1e4f3a2e,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,483M,7351,NA,wgEncodeUwDgfTh17Sig,None,bigWig,Signal
357,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-05,2010-07-05,wgEncodeEH000478,GSM646569,Stam,UW,DS7840,Bowtie 0.12.5,4abd96dca7d950e1b7159973b0d1a4c2,NA,hg18,wgEncode,NA,NA,5.6G,1816,NA,NA,NA,bam,Alignments
358,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-05,2010-07-05,wgEncodeEH000478,GSM646569,Stam,UW,DS7840,Bowtie 0.12.5,4871888ca4f2542779ffc1da42953aff,NA,hg18,wgEncode,NA,NA,6.5M,1816,NA,NA,NA,bai,Alignments
359,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-16,2013-04-16,wgEncodeEH000478,NA,Stam,UW,DS18018,Bowtie 0.12.7,6fb6bdab9b5b67a2c514817fad7d2ff2,NA,hg19,wgEncode,2,Illumina_HiSeq_2000,13G,7352,NA,NA,None,bam,Alignments
360,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE Jul 2012 Freeze,NA,2012-07-16,2013-04-16,wgEncodeEH000478,NA,Stam,UW,DS18018,Bowtie 0.12.7,2ba7914c056f889f3031e172ff94c465,NA,hg19,wgEncode,2,Illumina_HiSeq_2000,7.7M,7352,NA,NA,None,bai,Alignments
361,Th1,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2009-10-05,2010-07-05,wgEncodeEH000478,GSM646569,Stam,UW,DS7840,Hotspot-v5.1,f6e6711a3692663931337b01b6087578,NA,hg18,wgEncode,NA,NA,2.2M,1816,NA,wgEncodeUwDgfTh1Hotspots,NA,broadPeak,Hotspots
