,cell,composite,dataType,dataVersion,dateResubmitted,dateSubmitted,dateUnrestricted,dccAccession,geoSampleAccession,grant,lab,labExpId,labVersion,md5sum,objStatus,origAssembly,project,replicate,seqPlatform,size,subId,submittedDataVersion,tableName,treatment,type,view
217,HUVEC,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-12-16,2012-09-15,wgEncodeEH002460,NA,Stam,UW,DS10060,Bowtie 0.12.7,aca1dc8a28e472e9a73c3e17ddc4a7ad,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,17G,5233,NA,NA,NA,bam,Alignments
218,HUVEC,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-12-16,2012-09-15,wgEncodeEH002460,NA,Stam,UW,DS10060,Bowtie 0.12.7,a58ade01b0d4c5a8093f0aa1261dc6d7,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.9M,5233,NA,NA,NA,bai,Alignments
219,HUVEC,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-12-16,2012-09-15,wgEncodeEH002460,GSM1014528,Stam,UW,DS10060,Hotspot-v5.2,833077c5394f2d0d23a3d33582667b3f,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,2.9M,5233,NA,wgEncodeUwDgfHuvecHotspots,NA,broadPeak,Hotspots
220,HUVEC,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-12-16,2012-09-15,wgEncodeEH002460,GSM1014528,Stam,UW,DS10060,lmax-v1.0,c643aaefbce12bd346f0ba3701da9024,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,2.3M,5233,NA,wgEncodeUwDgfHuvecPk,NA,narrowPeak,Peaks
221,HUVEC,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-12-16,2012-09-15,wgEncodeEH002460,GSM1014528,Stam,UW,DS10060,WindowDensity-bin20-win+/-75,803747e018e8382a358973acfc85ce81,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,401M,5233,NA,wgEncodeUwDgfHuvecRaw,NA,bigWig,RawSignal
222,HUVEC,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-12-16,2012-09-15,wgEncodeEH002460,GSM1014528,Stam,UW,DS10060,NA,00731dcf057f3ce5cb2d4208d7b35afb,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,34G,5233,NA,NA,NA,fastq,RawData
223,HUVEC,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-12-16,2012-09-15,wgEncodeEH002460,GSM1014528,Stam,UW,DS10060,NA,75cedc5f45fac89194dfa8310e95c949,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,977M,5233,NA,wgEncodeUwDgfHuvecSig,NA,bigWig,Signal
224,HVMF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002455,NA,Stam,UW,DS13981,Bowtie 0.12.7,10fde1d5a8a5a0ffb9fc0a694c19ddd5,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,8.6G,4896,NA,NA,NA,bam,Alignments
225,HVMF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002455,NA,Stam,UW,DS13981,Bowtie 0.12.7,e40c2901563465e95eefd48cd73b890f,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.2M,4896,NA,NA,NA,bai,Alignments
226,HVMF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002455,GSM1014510,Stam,UW,DS13981,Hotspot-v5.2,c4581ce1214a83a8ed8bc13ed8809e37,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.7M,4896,NA,wgEncodeUwDgfHvmfHotspots,NA,broadPeak,Hotspots
227,HVMF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002455,GSM1014510,Stam,UW,DS13981,lmax-v1.0,b5572680d8543cd1214882d293ecee35,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.0M,4896,NA,wgEncodeUwDgfHvmfPk,NA,narrowPeak,Peaks
228,HVMF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002455,GSM1014510,Stam,UW,DS13981,WindowDensity-bin20-win+/-75,4cbe82c502dd22620904333db7decbb7,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,336M,4896,NA,wgEncodeUwDgfHvmfRaw,NA,bigWig,RawSignal
229,HVMF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002455,GSM1014510,Stam,UW,DS13981,NA,97af6505452e6d9a6e4952f7578fd4a0,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,11G,4896,NA,NA,NA,fastq,RawData
230,HVMF,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002455,GSM1014510,Stam,UW,DS13981,NA,fe2673b01de5b5520e1b5deac1de3c1b,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,505M,4896,NA,wgEncodeUwDgfHvmfSig,NA,bigWig,Signal
231,K562,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2010-01-14,2010-10-13,wgEncodeEH000480,GSM646567,Stam,UW,DS9767,Bowtie 0.12.5,8dd41bfccc1eda1094d68b3fb6b5dbd5,NA,hg18,wgEncode,NA,NA,5.3G,1815,NA,NA,NA,bam,Alignments
232,K562,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2010-01-14,2010-10-13,wgEncodeEH000480,GSM646567,Stam,UW,DS9767,Bowtie 0.12.5,627f122f75b775b8725189104461ec3b,NA,hg18,wgEncode,NA,NA,6.5M,1815,NA,NA,NA,bai,Alignments
233,K562,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2010-01-14,2010-10-13,wgEncodeEH000480,GSM646567,Stam,UW,DS9767,Hotspot-v5.1,165e9ff65886852281b87daf89d829c4,NA,hg18,wgEncode,NA,NA,3.7M,1815,NA,wgEncodeUwDgfK562Hotspots,NA,broadPeak,Hotspots
234,K562,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2010-01-14,2010-10-13,wgEncodeEH000480,GSM646567,Stam,UW,DS9767,lmax-v1.0,86eecc69fec77ead878fbe77b5ec20ad,NA,hg18,wgEncode,NA,NA,2.3M,1815,NA,wgEncodeUwDgfK562Pk,NA,narrowPeak,Peaks
235,K562,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2010-01-14,2010-10-13,wgEncodeEH000480,GSM646567,Stam,UW,DS9767,WindowDensity-bin20-win+/-75,c7e3b98a72a177e877dd8cb2655e57ce,NA,hg18,wgEncode,NA,NA,286M,1815,NA,wgEncodeUwDgfK562Raw,NA,bigWig,RawSignal
236,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Jan 2011 Freeze,NA,2010-12-21,2011-09-21,wgEncodeEH000480,GSM646567,Stam,UW,DS9767,NA,a6e16172ebd5491635a56702a09075e7,NA,hg18,wgEncode,NA,NA,8.3G,3115,NA,NA,NA,fastq,RawData
237,K562,wgEncodeUwDgf,DnaseDgf,ENCODE June 2010 Freeze,2010-06-21,2010-01-14,2010-10-13,wgEncodeEH000480,GSM646567,Stam,UW,DS9767,NA,406e7bcb692e09d2ed78caed368b7b79,NA,hg18,wgEncode,NA,NA,327M,1815,NA,wgEncodeUwDgfK562Sig,NA,bigWig,Signal
238,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003152,NA,Stam,UW,DS15363,Bowtie 0.12.7,2a722201bbd5d4b535710390affb676d,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,13G,6419,NA,NA,ZNF_knockout_A4.1-C6,bam,Alignments
239,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003152,NA,Stam,UW,DS15363,Bowtie 0.12.7,b85f6e9574e9b022a3f278e11a8a73d2,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.3M,6419,NA,NA,ZNF_knockout_A4.1-C6,bai,Alignments
240,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003152,NA,Stam,UW,DS15363,Hotspot-v5.2,aae8243d79d69f84c4ba886cf80f5b8e,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,5.0M,6419,NA,wgEncodeUwDgfK562Znfa41c6Hotspots,ZNF_knockout_A4.1-C6,broadPeak,Hotspots
241,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003152,NA,Stam,UW,DS15363,lmax-v1.0,552ce2d58ce3a93024d28b388784d1e8,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.3M,6419,NA,wgEncodeUwDgfK562Znfa41c6Pk,ZNF_knockout_A4.1-C6,narrowPeak,Peaks
242,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003152,NA,Stam,UW,DS15363,WindowDensity-bin20-win+/-75,9758eed4e2746e1e884a4a454a6f27d3,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,348M,6419,NA,wgEncodeUwDgfK562Znfa41c6Raw,ZNF_knockout_A4.1-C6,bigWig,RawSignal
243,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003152,NA,Stam,UW,DS15363,NA,475e6905b005bf70c8f92ce6db1a9c12,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,14G,6419,NA,NA,ZNF_knockout_A4.1-C6,fastq,RawData
244,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003152,NA,Stam,UW,DS15363,NA,81c5d14b69155f9a8144aba929ce00d1,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,589M,6419,NA,wgEncodeUwDgfK562Znfa41c6Sig,ZNF_knockout_A4.1-C6,bigWig,Signal
245,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003153,NA,Stam,UW,DS16924,Bowtie 0.12.7,ea61bd278181c3a8e913d34a4caff552,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,12G,6420,NA,NA,ZNF_knockout_P5,bam,Alignments
246,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003153,NA,Stam,UW,DS16924,Bowtie 0.12.7,9df384ec398f31da8cd810125c5df1f8,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.1M,6420,NA,NA,ZNF_knockout_P5,bai,Alignments
247,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003153,NA,Stam,UW,DS16924,Hotspot-v5.2,65d7873975a57f637d6d367952cb49e6,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,4.4M,6420,NA,wgEncodeUwDgfK562Znfp5Hotspots,ZNF_knockout_P5,broadPeak,Hotspots
248,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003153,NA,Stam,UW,DS16924,lmax-v1.0,11ae74a5be6b4dad8155f7228558d2ad,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.2M,6420,NA,wgEncodeUwDgfK562Znfp5Pk,ZNF_knockout_P5,narrowPeak,Peaks
249,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003153,NA,Stam,UW,DS16924,WindowDensity-bin20-win+/-75,e0216f1e389bd472552396c7cec099c1,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,336M,6420,NA,wgEncodeUwDgfK562Znfp5Raw,ZNF_knockout_P5,bigWig,RawSignal
250,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003153,NA,Stam,UW,DS16924,NA,efd75f9fff2de89a45eefb88da254201,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,15G,6420,NA,NA,ZNF_knockout_P5,fastq,RawData
251,K562,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003153,NA,Stam,UW,DS16924,NA,36a67826a78bbe189739f098adf39728,revoked - data is mixed and merged with other experiments,hg19,wgEncode,NA,Illumina_HiSeq_2000,557M,6420,NA,wgEncodeUwDgfK562Znfp5Sig,ZNF_knockout_P5,bigWig,Signal
252,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003149,NA,Stam,UW,DS20548,Bowtie 0.12.7,1bd0a7a6db5110a585b7b9f11f6857c5,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,9.4G,6422,NA,NA,NA,bam,Alignments
253,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003149,NA,Stam,UW,DS20548,Bowtie 0.12.7,8ba130256dc92c42b94128a5b49e1424,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,6.8M,6422,NA,NA,NA,bai,Alignments
254,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003154,NA,Stam,UW,DS20534,Bowtie 0.12.7,36fe3cba57fdf3c6420aca4ec8e8e957,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,12G,6421,NA,NA,DIFF_4d,bam,Alignments
255,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003154,NA,Stam,UW,DS20534,Bowtie 0.12.7,1d726054d7e91e3c6b39740b7ebbfc14,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.1M,6421,NA,NA,DIFF_4d,bai,Alignments
256,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003154,GSM1014539,Stam,UW,DS20534,Hotspot-v5.2,718bff0b75342789f4e4c36238545105,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,4.4M,6421,NA,wgEncodeUwDgfLhcnm2Diff4dHotspots,DIFF_4d,broadPeak,Hotspots
257,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003154,GSM1014539,Stam,UW,DS20534,lmax-v1.0,7b1dacd18dbdc3a1e54f9805df1f66d0,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.5M,6421,NA,wgEncodeUwDgfLhcnm2Diff4dPk,DIFF_4d,narrowPeak,Peaks
258,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003154,GSM1014539,Stam,UW,DS20534,WindowDensity-bin20-win+/-75,8e48c1f6cf51a1b208d061d80cbac1bc,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,322M,6421,NA,wgEncodeUwDgfLhcnm2Diff4dRaw,DIFF_4d,bigWig,RawSignal
259,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003154,GSM1014539,Stam,UW,DS20534,NA,a489a0bcd35606785f572f25502a02f0,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,12G,6421,NA,NA,DIFF_4d,fastq,RawData
260,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003154,GSM1014539,Stam,UW,DS20534,NA,5e88dabb75dfe257cf516e3b6ea4fc65,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,515M,6421,NA,wgEncodeUwDgfLhcnm2Diff4dSig,DIFF_4d,bigWig,Signal
261,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003149,GSM1014524,Stam,UW,DS20548,Hotspot-v5.2,c0ed877c5877f194c4a267f95b308b1f,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,4.0M,6422,NA,wgEncodeUwDgfLhcnm2Hotspots,NA,broadPeak,Hotspots
262,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003149,GSM1014524,Stam,UW,DS20548,lmax-v1.0,0eec5ba307a32d26c71e636727c075eb,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.1M,6422,NA,wgEncodeUwDgfLhcnm2Pk,NA,narrowPeak,Peaks
263,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003149,GSM1014524,Stam,UW,DS20548,WindowDensity-bin20-win+/-75,830ba753e74a08722a9c210c065e00c4,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,291M,6422,NA,wgEncodeUwDgfLhcnm2Raw,NA,bigWig,RawSignal
264,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003149,GSM1014524,Stam,UW,DS20548,NA,345b2cd79bee0faf1dc8d12ac120597a,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.5G,6422,NA,NA,NA,fastq,RawData
265,LHCN-M2,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-27,2012-12-27,wgEncodeEH003149,GSM1014524,Stam,UW,DS20548,NA,36405c00e72fcb1aaa9b695d2dccee65,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,407M,6422,NA,wgEncodeUwDgfLhcnm2Sig,NA,bigWig,Signal
266,M059J,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003155,NA,Stam,UW,DS20493,Bowtie 0.12.7,b3a73737873712837907565b6f36322c,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,14G,6423,NA,NA,NA,bam,Alignments
267,M059J,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003155,NA,Stam,UW,DS20493,Bowtie 0.12.7,c44c8c58c0622a95c867b1991d40b9ba,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.2M,6423,NA,NA,NA,bai,Alignments
268,M059J,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003155,GSM1014538,Stam,UW,DS20493,Hotspot-v5.2,f3c6f2d4d7901c6607dd8227699faaa2,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,4.2M,6423,NA,wgEncodeUwDgfM059jHotspots,NA,broadPeak,Hotspots
269,M059J,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003155,GSM1014538,Stam,UW,DS20493,lmax-v1.0,ea755484228987e63b6a900e16f754b5,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.4M,6423,NA,wgEncodeUwDgfM059jPk,NA,narrowPeak,Peaks
270,M059J,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003155,GSM1014538,Stam,UW,DS20493,WindowDensity-bin20-win+/-75,3ac4a6684529bfe0858d635ca8325e43,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,345M,6423,NA,wgEncodeUwDgfM059jRaw,NA,bigWig,RawSignal
271,M059J,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003155,GSM1014538,Stam,UW,DS20493,NA,68fac452b0280f797eb4ef1a53f9141a,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,13G,6423,NA,NA,NA,fastq,RawData
272,M059J,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2012-03-28,2012-12-27,wgEncodeEH003155,GSM1014538,Stam,UW,DS20493,NA,7ed44a911576a4447439c6fdd1186a39,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,599M,6423,NA,wgEncodeUwDgfM059jSig,NA,bigWig,Signal
273,Monocytes-CD14+_RO01746,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002456,NA,Stam,UW,DS16508,Bowtie 0.12.7,d306c5b911b489123ae2119938c98403,revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise),hg19,wgEncode,NA,Illumina_HiSeq_2000,8.1G,4885,NA,NA,NA,bam,Alignments
274,Monocytes-CD14+_RO01746,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002456,NA,Stam,UW,DS16508,Bowtie 0.12.7,b47bf81dac1c83efeda1e8aff808652e,revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise),hg19,wgEncode,NA,Illumina_HiSeq_2000,6.6M,4885,NA,NA,NA,bai,Alignments
275,Monocytes-CD14+_RO01746,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002456,NA,Stam,UW,DS16508,Hotspot-v5.2,5b823f3294ae74993611e38b9f816a86,revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise),hg19,wgEncode,NA,Illumina_HiSeq_2000,5.4M,4885,NA,wgEncodeUwDgfMonocd14ro1746Hotspots,NA,broadPeak,Hotspots
276,Monocytes-CD14+_RO01746,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002456,NA,Stam,UW,DS16508,lmax-v1.0,52ca48b39bbf8b53b7dfb0f317985b3d,revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise),hg19,wgEncode,NA,Illumina_HiSeq_2000,3.6M,4885,NA,wgEncodeUwDgfMonocd14ro1746Pk,NA,narrowPeak,Peaks
277,Monocytes-CD14+_RO01746,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002456,NA,Stam,UW,DS16508,WindowDensity-bin20-win+/-75,96058a73623ae4bfa267100fbccd21b9,revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise),hg19,wgEncode,NA,Illumina_HiSeq_2000,287M,4885,NA,wgEncodeUwDgfMonocd14ro1746Raw,NA,bigWig,RawSignal
278,Monocytes-CD14+_RO01746,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002456,NA,Stam,UW,DS16508,NA,3ec589046d3697401c35f25e08342da5,revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise),hg19,wgEncode,NA,Illumina_HiSeq_2000,12G,4885,NA,NA,NA,fastq,RawData
279,Monocytes-CD14+_RO01746,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-29,2012-06-28,wgEncodeEH002456,NA,Stam,UW,DS16508,NA,0059b3c242ebda0369978e8e99b595f5,revoked - lab requested the data be pulled due to a problem with DNA digest leading to spurious signal spikes(noise),hg19,wgEncode,NA,Illumina_HiSeq_2000,286M,4885,NA,wgEncodeUwDgfMonocd14ro1746Sig,NA,bigWig,Signal
280,NB4,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-27,2012-06-27,wgEncodeEH002451,NA,Stam,UW,DS12543,Bowtie 0.12.7,9bc883c0df2cb5b84bdb3fd370609ab4,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,11G,4893,NA,NA,NA,bam,Alignments
281,NB4,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-27,2012-06-27,wgEncodeEH002451,NA,Stam,UW,DS12543,Bowtie 0.12.7,153f17fa4024ce6f51130507d610a000,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,7.3M,4893,NA,NA,NA,bai,Alignments
282,NB4,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-27,2012-06-27,wgEncodeEH002451,GSM1014513,Stam,UW,DS12543,Hotspot-v5.2,8860e40a9d7314bda92c8458eb5adfb9,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,3.4M,4893,NA,wgEncodeUwDgfNb4Hotspots,NA,broadPeak,Hotspots
283,NB4,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-27,2012-06-27,wgEncodeEH002451,GSM1014513,Stam,UW,DS12543,lmax-v1.0,386e136fc95680b4d382fb26f1d2ef68,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,2.6M,4893,NA,wgEncodeUwDgfNb4Pk,NA,narrowPeak,Peaks
284,NB4,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-27,2012-06-27,wgEncodeEH002451,GSM1014513,Stam,UW,DS12543,WindowDensity-bin20-win+/-75,5eb3d12ca6cde972b5c67b864a085329,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,353M,4893,NA,wgEncodeUwDgfNb4Raw,NA,bigWig,RawSignal
285,NB4,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-27,2012-06-27,wgEncodeEH002451,GSM1014513,Stam,UW,DS12543,NA,05e129232af8acdc0a2eb10877337c45,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,15G,4893,NA,NA,NA,fastq,RawData
286,NB4,wgEncodeUwDgf,DnaseDgf,ENCODE Mar 2012 Freeze,NA,2011-09-27,2012-06-27,wgEncodeEH002451,GSM1014513,Stam,UW,DS12543,NA,b7fd4e8f84bfeb40572acd0ce90c0f87,NA,hg19,wgEncode,NA,Illumina_HiSeq_2000,589M,4893,NA,wgEncodeUwDgfNb4Sig,NA,bigWig,Signal
